kid_age,kid_english_level,previous_events_attended,previous_no_shows,event_category,event_target_level,event_duration_hours,event_price_tnd,distance_km,days_until_event,is_weekend,event_is_featured,weather_rain_prob,weather_temp_c,sms_reminder_sent,attended
11,B1_INTERMEDIATE,24,1,outdoor_theater,B1_INTERMEDIATE,3,0,6.73,4,1,0,0.414,19.7,1,1
6,A2_ELEMENTARY,18,0,ARTS_AND_CRAFTS,A1_BEGINNER,4,77,4.98,13,1,0,0.321,6,0,0
10,A2_ELEMENTARY,29,12,ENGLISH_CAMP_DAY,A2_ELEMENTARY,2,55,13.41,8,0,0,0.361,11.7,1,1
12,B1_INTERMEDIATE,28,3,ROLE_PLAY_GAMES,B1_INTERMEDIATE,2,65,9.53,3,0,1,0.492,30.9,1,1
10,B1_INTERMEDIATE,6,3,STORYTELLING_PARK,ALL_LEVELS,2,0,0.79,6,1,0,0.408,?,1,1
9,A1_BEGINNER,6,0,ROLE_PLAY_GAMES,B1_INTERMEDIATE,2.5,40,10.69,11,0,0,0.084,16.1,1,1
11,A2_ELEMENTARY,25,13,STORYTELLING_PARK,A1_BEGINNER,1,49,23.5,6,0,0,0,10.9,0,0
8,A2_ELEMENTARY,19,6,ENGLISH_CAMP_DAY,A1_BEGINNER,1,0,21.17,8,0,0,0.026,28.4,0,1
8,A2_ELEMENTARY,16,6,NATURE_VOCAB_WALK,A1_BEGINNER,3,0,4.21,6,0,1,0,26.2,1,1
7,A1_BEGINNER,7,3,TREASURE_HUNT,ALL_LEVELS,2.5,0,9.24,12,0,0,0.288,29.8,1,0
6,A1_BEGINNER,8,0,FIELD_TRIP,ALL_LEVELS,2,44,2.34,14,0,0,0.105,33.3,1,1
11,A2_ELEMENTARY,21,12,treasure_hunt,A1_BEGINNER,2,75,2.08,12,1,0,0.147,18.2,1,1
8,A2_ELEMENTARY,13,0,ENGLISH_CAMP_DAY,ALL_LEVELS,4,67,4.92,18,0,0,0.241,26.5,1,1
7,A1_BEGINNER,29,2,OUTDOOR_THEATER,ALL_LEVELS,4,74,15.2,0,0,0,0.102,26.3,1,1
9,A1_BEGINNER,9,4,ARTS_AND_CRAFTS,B1_INTERMEDIATE,1.5,57,11.2,8,0,0,0.385,11.1,1,1
8,A1_BEGINNER,25,7,ARTS_AND_CRAFTS,A1_BEGINNER,2.5,32,11.59,4,1,0,0.548,21.9,1,0
6,A2_ELEMENTARY,29,3,TREASURE_HUNT,ALL_LEVELS,2.5,0,10.23,5,1,0,0.213,24.1,1,1
12,A2_ELEMENTARY,26,12,ENGLISH_CAMP_DAY,A2_ELEMENTARY,3,0,11.06,8,0,0,0.691,23.2,1,0
7,A1_BEGINNER,4,0,TREASURE_HUNT,ALL_LEVELS,2.5,0,17.2,3,0,0,0.884,20.5,0,1
5,A2_ELEMENTARY,20,10,OUTDOOR_THEATER,A1_BEGINNER,1,21,18.88,5,0,0,0.697,26,1,0
null,A1_BEGINNER,5,3,SPORTS_AND_ENGLISH,A2_ELEMENTARY,1.5,49,1.88,4,0,0,0.075,34.6,1,0
8,A1_BEGINNER,13,1,FIELD_TRIP,B1_INTERMEDIATE,3,41,4.24,2,1,0,0.37,23.4,1,1
9,A2_ELEMENTARY,12,4,STORYTELLING_PARK,B1_INTERMEDIATE,2.5,55,0.01,9,1,0,0.608,7.9,1,0
10,B1_INTERMEDIATE,19,5,STORYTELLING_PARK,B1_INTERMEDIATE,1,0,4.99,16,1,1,0.505,18,1,0
11,B1_INTERMEDIATE,4,2,TREASURE_HUNT,A1_BEGINNER,4,0,14.37,11,0,0,unknown,19.4,1,0
6,A1_BEGINNER,5,1,SPORTS_AND_ENGLISH,A1_BEGINNER,2,0,11.21,7,0,0,0.169,17.6,0,1
6,A2_ELEMENTARY,21,11,ENGLISH_CAMP_DAY,A1_BEGINNER,1,20,18.6,2,1,0,0,15.2,1,1
13,A2_ELEMENTARY,23,1,SPORTS_AND_ENGLISH,A1_BEGINNER,1,0,11.67,14,1,0,0.439,22.2,0,1
5,A2_ELEMENTARY,3,1,ENGLISH_CAMP_DAY,A2_ELEMENTARY,4,20,12.9,7,1,0,0,23.7,0,1
10,A2_ELEMENTARY,15,7,TREASURE_HUNT,ALL_LEVELS,4,71,13.44,2,1,0,0,31.5,1,0
9,A1_BEGINNER,17,7,SPORTS_AND_ENGLISH,ALL_LEVELS,4,0,4.38,11,1,0,0,28.5,1,1
6,A1_BEGINNER,23,4,STORYTELLING_PARK,ALL_LEVELS,2,0,1.88,19,0,0,0.19,3.5,0,0
13,A2_ELEMENTARY,7,0,NATURE_VOCAB_WALK,B1_INTERMEDIATE,2,0,10.49,15,1,0,0.467,30.7,0,1
8,A2_ELEMENTARY,11,1,ENGLISH_PICNIC,B1_INTERMEDIATE,2,0,4.99,11,0,0,0.494,22.3,1,1
12,B1_INTERMEDIATE,20,7,field_trip,A1_BEGINNER,2.5,0,0.81,0,1,1,0.205,23.1,1,1
12,B1_INTERMEDIATE,14,7,NATURE_VOCAB_WALK,ALL_LEVELS,4,49,11.92,12,0,0,0,29.9,0,0
10,A2_ELEMENTARY,15,4,STORYTELLING_PARK,B1_INTERMEDIATE,4,0,14.29,9,0,0,0.374,21.2,0,0
5,A1_BEGINNER,26,1, FIELD_TRIP ,A1_BEGINNER,1,0,6.59,2,1,0,0.328,19.4,1,1
5,A1_BEGINNER,24,7,SPORTS_AND_ENGLISH,A2_ELEMENTARY,2,26,5.87,12,0,0,unknown,16.4,0,1
6,A1_BEGINNER,8,4,ROLE_PLAY_GAMES,A2_ELEMENTARY,2,0,15.55,8,0,0,0,15.4,1,0
11,B1_INTERMEDIATE,30,15,NATURE_VOCAB_WALK,B1_INTERMEDIATE,1.5,72,11.46,10,0,0,0.15,25.7,1,0
9,A1_BEGINNER,23,8,FIELD_TRIP,A2_ELEMENTARY,1.5,0,4.06,16,0,0,0.136,17.4,yes,0
8,A2_ELEMENTARY,14,3,ENGLISH_PICNIC,A2_ELEMENTARY,2,24,6.45,16,0,1,0.421,23.2,1,1
9,A2_ELEMENTARY,21,4,FIELD_TRIP,A2_ELEMENTARY,3,0,16.3,15,1,0,0.324,20.7,0,1
10,B1_INTERMEDIATE,18,0, NATURE_VOCAB_WALK ,A2_ELEMENTARY,2,0,21.45,11,1,0,0.267,27.7,1,1
8,A1_BEGINNER,25,14,FIELD_TRIP,A1_BEGINNER,2,18,7.61,20,1,0,0.102,20.2,1,0
6,A2_ELEMENTARY,22,12,NATURE_VOCAB_WALK,A2_ELEMENTARY,2,0,16.44,2,1,0,0.095,22.6,0,0
7,A1_BEGINNER,11,4, ROLE_PLAY_GAMES ,B1_INTERMEDIATE,3,22,8.89,5,1,0,0,29.5,0,1
12,B1_INTERMEDIATE,3,2,FIELD_TRIP,A1_BEGINNER,2.5,0,13.21,30,1,0,0.297,27.4,1,0
8,A2_ELEMENTARY,27,14,ARTS_AND_CRAFTS,B1_INTERMEDIATE,3,0,9.89,3,0,0,0.153,34.5,0,0
11,B1_INTERMEDIATE,4,1,TREASURE_HUNT,B1_INTERMEDIATE,4,70,27.57,1,1,0,0.115,20.9,0,0
12,B1_INTERMEDIATE,11,4,ARTS_AND_CRAFTS,ALL_LEVELS,2.5,35,2.72,18,0,0,0.303,21.9,0,1
13,A2_ELEMENTARY,9,4,SPORTS_AND_ENGLISH,A2_ELEMENTARY,2,0,7.71,5,0,0,0,15.4,1,0
6,A1_BEGINNER,11,5,TREASURE_HUNT,A2_ELEMENTARY,1.5,0,18.82,15,0,0,0.026,32.1,1,0
7,A1_BEGINNER,17,9,ARTS_AND_CRAFTS,ALL_LEVELS,2.5,0,12.25,9,0,0,0.504,27.1,1,0
6,A2_ELEMENTARY,18,5,ENGLISH_CAMP_DAY,A1_BEGINNER,2.5,59,17.49,0,0,0,0,31.2,1,1
12,B1_INTERMEDIATE,28,3,ENGLISH_CAMP_DAY,A2_ELEMENTARY,1.5,26,11.95,4,0,0,0.651,22.9,1,1
10,B1_INTERMEDIATE,20,4,ARTS_AND_CRAFTS,B1_INTERMEDIATE,2.5,0,1.32,8,1,0,0.419,26.4,1,1
5,A1_BEGINNER,16,5,NATURE_VOCAB_WALK,B1_INTERMEDIATE,4,0,13,1,1,0,0.372,19.4,0,1
12,B1_INTERMEDIATE,10,1,TREASURE_HUNT,ALL_LEVELS,1.5,0,15.72,15,1,1,0.209,16.4,1,1
12,B1_INTERMEDIATE,25,9,english_picnic,ALL_LEVELS,1.5,52,1.56,6,0,0,0.011,18.4,1,0
11,A2_ELEMENTARY,3,0,NATURE_VOCAB_WALK,B1_INTERMEDIATE,2.5,27,19.13,7,0,0,0.666,20,1,1
13,B1_INTERMEDIATE,0,0,NATURE_VOCAB_WALK,ALL_LEVELS,1,52,11.3,8,1,1,0.186,16.3,0,1
6,A1_BEGINNER,28,1,null,A1_BEGINNER,2,0,3.08,9,0,1,0.66,39.5,1,0
11,B1_INTERMEDIATE,10,1,FIELD_TRIP,A2_ELEMENTARY,2,0,3.02,7,0,0,0.06,27.8,1,1
13,B1_INTERMEDIATE,13,8,NATURE_VOCAB_WALK,A1_BEGINNER,2,0,6.54,12,1,0,0,24.9,0,0
12,,10,2,ROLE_PLAY_GAMES,ALL_LEVELS,2,50,8.76,2,0,0,0.352,20.4,no,1
5,A1_BEGINNER,8,4,ROLE_PLAY_GAMES,A1_BEGINNER,2.5,0,6,6,0,0,0.433,-0.4,1,0
7,A1_BEGINNER,25,7,TREASURE_HUNT,ALL_LEVELS,2,43,,21,1,0,0.73,27.5,0,1
9,B1_INTERMEDIATE,9,3,ARTS_AND_CRAFTS,ALL_LEVELS,3,0,5.08,6,no,0,0,15,1,1
11,B1_INTERMEDIATE,1,0,ARTS_AND_CRAFTS,A1_BEGINNER,2,0,2.74,8,0,0,0.195,15.5,1,1
6,A1_BEGINNER,11,6,SPORTS_AND_ENGLISH,B1_INTERMEDIATE,1,54,2.72,12,1,0,0.093,26.9,1,1
6,A1_BEGINNER,25,12,?,B1_INTERMEDIATE,1,71,5.03,4,1,0,0.346,22.5,0,0
13,A2_ELEMENTARY,12,4,FIELD_TRIP,A1_BEGINNER,1,50,4.21,6,1,0,0.72,22.3,0,1
6,A1_BEGINNER,20,4,Role_play_games,A1_BEGINNER,4,0,11.97,1,0,0,0.316,14.1,1,1
8,A1_BEGINNER,29,5,SPORTS_AND_ENGLISH,B1_INTERMEDIATE,2.5,0,6.87,13,0,0,0.492,14.2,1,0
6,?,1,1,FIELD_TRIP,B1_INTERMEDIATE,2.5,46,5.65,2,0,0,0.894,37.6,1,0
9,A2_ELEMENTARY,20,7,storytelling_park,A1_BEGINNER,1,0,7.1,8,1,0,0.28,22.9,0,0
10,B1_INTERMEDIATE,14,1,ENGLISH_CAMP_DAY,A1_BEGINNER,2,47,24.63,12,1,0,0.173,16.4,1,1
6,A1_BEGINNER,7,2,ARTS_AND_CRAFTS,ALL_LEVELS,2,33,4.2,8,0,0,0.417,22.1,1,1
13,A2_ELEMENTARY,19,9,ENGLISH_PICNIC,B1_INTERMEDIATE,3,0,9.72,14,0,0,0.092,23.6,1,0
7,A2_ELEMENTARY,0,0,TREASURE_HUNT,A1_BEGINNER,2,0,17.08,5,0,0,0.617,21,1,0
11,A2_ELEMENTARY,4,0,FIELD_TRIP,A1_BEGINNER,3,57,13.53,11,0,1,0.454,25.1,0,1
13,B1_INTERMEDIATE,5,2,STORYTELLING_PARK,ALL_LEVELS,2,18,5.99,6,1,0,0.617,24.4,1,1
12,B1_INTERMEDIATE,25,7,OUTDOOR_THEATER,A1_BEGINNER,2,79,3.6,11,1,1,0.452,21.8,1,1
6,A1_BEGINNER,16,3, ENGLISH_CAMP_DAY ,ALL_LEVELS,2,0,24.16,25,0,1,0.265,36.3,1,0
13,B1_INTERMEDIATE,9,1,SPORTS_AND_ENGLISH,A2_ELEMENTARY,2.5,71,7.05,18,0,0,0.205,14.6,1,0
7,A1_BEGINNER,17,4,OUTDOOR_THEATER,A1_BEGINNER,2,16,4.09,2,1,1,0.13,42,0,1
11,A2_ELEMENTARY,5,1,SPORTS_AND_ENGLISH,A1_BEGINNER,1.5,33,15.66,12,1,0,0.638,30.8,1,1
9,A2_ELEMENTARY,21,4,NATURE_VOCAB_WALK,ALL_LEVELS,1.5,51,11.33,16,1,0,0,34.4,1,1
10,A2_ELEMENTARY,12,4,SPORTS_AND_ENGLISH,B1_INTERMEDIATE,1.5,75,5.86,4,1,0,0.28,17.9,0,0
5,A2_ELEMENTARY,20,3,TREASURE_HUNT,ALL_LEVELS,2.5,0,9.79,10,0,0,0.479,19.8,1,1
6,A2_ELEMENTARY,19,1,ENGLISH_CAMP_DAY,A1_BEGINNER,3,63,10.96,14,1,0,0.361,21.6,1,1
12,A2_ELEMENTARY,16,0,ROLE_PLAY_GAMES,B1_INTERMEDIATE,1,38,0.41,13,1,0,0.552,39.4,0,1
12,B1_INTERMEDIATE,1,0,ARTS_AND_CRAFTS,ALL_LEVELS,3,44,6.18,8,0,0,0.448,36.5,0,1
8,A2_ELEMENTARY,29,5,TREASURE_HUNT,B1_INTERMEDIATE,1,0,1.07,3,0,0,0.638,31.2,1,1
5,A2_ELEMENTARY,9,5,ENGLISH_PICNIC,B1_INTERMEDIATE,1,47,0.38,6,0,0,0.126,N/A,1,1
9,B1_INTERMEDIATE,22,5,STORYTELLING_PARK,A1_BEGINNER,3,20,2.18,8,1,1,0.403,16.9,1,0
10,B1_INTERMEDIATE,23,13,TREASURE_HUNT,A2_ELEMENTARY,2.5,22,8.22,11,0,0,0.162,1.9,0,0
11,A2_ELEMENTARY,17,8,OUTDOOR_THEATER,B1_INTERMEDIATE,2,0,11.27,9,0,1,0.084,9,1,0
12,A2_ELEMENTARY,22,6,SPORTS_AND_ENGLISH,B1_INTERMEDIATE,3,57,11.77,20,1,1,0,22.5,1,1
11,A2_ELEMENTARY,5,3,ENGLISH_CAMP_DAY,B1_INTERMEDIATE,2,0,8.66,14,1,0,0.209,20.7,1,0
13,A2_ELEMENTARY,7,1,NATURE_VOCAB_WALK,A1_BEGINNER,4,62,9.92,10,1,0,0.876,16.1,1,0
5,A1_BEGINNER,11,2,ROLE_PLAY_GAMES,A2_ELEMENTARY,4,33,7.71,8,0,1,0.755,22.6,1,1
5,A2_ELEMENTARY,0,0,ENGLISH_CAMP_DAY,ALL_LEVELS,1,15,19.85,18,1,0,0.426,8.5,0,0
11,B1_INTERMEDIATE,21,1,ENGLISH_PICNIC,ALL_LEVELS,2,0,1.92,6,1,0,0.11,18.9,1,1
10,A2_ELEMENTARY,5,0,ROLE_PLAY_GAMES,ALL_LEVELS,1,30,6.32,12,0,0,0.543,27,1,1
5,A1_BEGINNER,23,1,ARTS_AND_CRAFTS,B1_INTERMEDIATE,1,0,16.32,10,0,0,0,19,0,1
7,A1_BEGINNER,19,11,NATURE_VOCAB_WALK,A1_BEGINNER,3,77,13.86,6,0,0,0.273,30.2,1,0
9,B1_INTERMEDIATE,20,1,ROLE_PLAY_GAMES,A1_BEGINNER,2,73,14.2,10,0,1,0.412,19,1,1
8,A1_BEGINNER,5,3,SPORTS_AND_ENGLISH,ALL_LEVELS,3,44,13.92,14,1,0,0.561,21.6,1,0
8,B1_INTERMEDIATE,30,7,ENGLISH_PICNIC,A2_ELEMENTARY,2,23,6.1,14,0,1,0,26.4,1,1
7,A1_BEGINNER,29,6, ARTS_AND_CRAFTS ,A2_ELEMENTARY,1.5,31,1.3,2,0,0,0.499,24.1,1,1
12,A2_ELEMENTARY,19,4,SPORTS_AND_ENGLISH,A2_ELEMENTARY,2.5,45,1.08,4,0,0,0.335,26,1,1
12,A2_ELEMENTARY,24,11,FIELD_TRIP,A2_ELEMENTARY,4,0,19.56,21,0,0,null,18.9,1,0
9,A2_ELEMENTARY,18,5,ENGLISH_CAMP_DAY,,2,24,0.9,5,0,0,0.731,6.5,0,0
13,N/A,9,0,TREASURE_HUNT,A1_BEGINNER,2,21,3.83,1,0,0,0.095,8.4,1,1
10,A1_BEGINNER,5,3,english_picnic,ALL_LEVELS,2,0,16.07,7,0,0,0.254,15.5,1,0
11,B1_INTERMEDIATE,25,14,TREASURE_HUNT,ALL_LEVELS,2,51,3.73,4,1,0,0.338,27.9,0,0
10,A2_ELEMENTARY,10,3,STORYTELLING_PARK,A2_ELEMENTARY,1,0,1,6,1,0,0.465,NA,1,1
5,A2_ELEMENTARY,21,1,ENGLISH_CAMP_DAY,A2_ELEMENTARY,2,63,6.64,16,0,0,0.472,15.4,1,1
12,B1_INTERMEDIATE,0,0,STORYTELLING_PARK,B1_INTERMEDIATE,4,0,9.38,13,0,1,0,13.4,1,0
6,A2_ELEMENTARY,9,4,ENGLISH_CAMP_DAY,ALL_LEVELS,3,42,,7,1,1,0.542,25.5,1,1
6,A2_ELEMENTARY,21,0,ARTS_AND_CRAFTS,ALL_LEVELS,2,0,4.64,19,1,1,0,32,0,1
8,A1_BEGINNER,21,10,SPORTS_AND_ENGLISH,A1_BEGINNER,2,34,24.56,15,1,0,0,38.1,0,0
9,B1_INTERMEDIATE,3,0,ENGLISH_PICNIC,A2_ELEMENTARY,3,17,30.3,15,0,0,0.396,23.9,1,0
8,A1_BEGINNER,4,2,STORYTELLING_PARK,ALL_LEVELS,1.5,66,15.63,3,1,1,0.305,33.9,1,1
9,A2_ELEMENTARY,22,8,FIELD_TRIP,A1_BEGINNER,4,75,8.81,11,0,0,0.207,25.8,1,0
13,B1_INTERMEDIATE,3,1,ENGLISH_PICNIC,A1_BEGINNER,4,0,10.75,10,0,0,0.4,21,0,0
13,A2_ELEMENTARY,27,9,FIELD_TRIP,B1_INTERMEDIATE,3,68,23.35,20,0,1,0.146,25.3,1,0
10,A2_ELEMENTARY,6,3,ENGLISH_CAMP_DAY,B1_INTERMEDIATE,2,0,2.66,17,0,0,0.212,28.1,0,0
,A1_BEGINNER,26,7,ENGLISH_PICNIC,ALL_LEVELS,2,0,14.45,3,0,0,0.366,29.8,1,0
6,A2_ELEMENTARY,5,2,STORYTELLING_PARK,A1_BEGINNER,4,73,1.59,8,1,0,0.128,30.1,1,0
8,A2_ELEMENTARY,8,5,ROLE_PLAY_GAMES,A1_BEGINNER,2,36,8.03,2,0,0,0,13,1,1
11,A2_ELEMENTARY,10,2,ENGLISH_PICNIC,B1_INTERMEDIATE,2,47,6.34,13,no,0,0.052,36,0,0
8,A2_ELEMENTARY,8,1, TREASURE_HUNT ,B1_INTERMEDIATE,2.5,71,8.62,6,0,1,0,4,1,1
10,A1_BEGINNER,3,1,ARTS_AND_CRAFTS,A1_BEGINNER,2,17,12.84,1,1,0,0,12.4,0,0
9,B1_INTERMEDIATE,28,11,N/A,A2_ELEMENTARY,2.5,0,0.36,1,0,0,0.369,30.4,1,0
8,B1_INTERMEDIATE,28,14,OUTDOOR_THEATER,B1_INTERMEDIATE,1,0,NA,12,0,0,0.094,9.8,0,0
5,A1_BEGINNER,21,4,ROLE_PLAY_GAMES,A2_ELEMENTARY,2.5,0,10.55,4,0,0,0,38.8,yes,0
7,A1_BEGINNER,8,3,ENGLISH_PICNIC,A1_BEGINNER,1,0,6.7,22,0,1,0,24.1,1,1
8,A2_ELEMENTARY,30,4,FIELD_TRIP,A2_ELEMENTARY,2,0,10.78,1,0,0,,13.4,1,1
8,A2_ELEMENTARY,6,1,ROLE_PLAY_GAMES,B1_INTERMEDIATE,2.5,0,7.38,3,0,0,0.521,28.4,1,0
6,A2_ELEMENTARY,8,5,STORYTELLING_PARK,ALL_LEVELS,3,72,9.89,1,0,0,0.591,19.2,0,0
6,A1_BEGINNER,13,4,ENGLISH_CAMP_DAY,A1_BEGINNER,2,0,5.26,3,1,0,0.14,21.8,1,1
10,B1_INTERMEDIATE,16,0,ENGLISH_PICNIC,A1_BEGINNER,1,0,12.4,7,0,0,0.285,?,0,1
12,A2_ELEMENTARY,23,5,ROLE_PLAY_GAMES,A2_ELEMENTARY,2,62,2.93,13,0,0,0,19.8,1,0
13,B1_INTERMEDIATE,21,3, SPORTS_AND_ENGLISH ,A1_BEGINNER,1,61,3.69,14,0,0,0.363,15.2,1,1
13,A2_ELEMENTARY,16,2,FIELD_TRIP,B1_INTERMEDIATE,1,0,7.59,15,1,0,0,24.9,1,1
6,A1_BEGINNER,18,10,ENGLISH_PICNIC,A1_BEGINNER,1.5,0,21.87,16,1,1,0.338,16.2,0,0
5,A2_ELEMENTARY,6,4,ARTS_AND_CRAFTS,B1_INTERMEDIATE,4,0,3.39,3,1,0,0,23.4,0,0
5,A2_ELEMENTARY,30,6,,A2_ELEMENTARY,2,53,3.49,4,0,0,0.125,33.6,0,1
9,A1_BEGINNER,19,6,SPORTS_AND_ENGLISH,B1_INTERMEDIATE,2,0,7.18,9,0,1,0.302,23,1,0
13,B1_INTERMEDIATE,21,8,storytelling_park,ALL_LEVELS,4,26,4.76,6,1,0,0,31.7,1,1
5,A2_ELEMENTARY,9,3,STORYTELLING_PARK,A1_BEGINNER,4,0,5.51,6,1,0,0.976,30.8,0,0
5,A1_BEGINNER,23,9,ARTS_AND_CRAFTS,A1_BEGINNER,4,0,10.57,12,1,0,0.37,null,0,1
7,A1_BEGINNER,5,1,ROLE_PLAY_GAMES,ALL_LEVELS,1,0,1.7,21,0,1,0.178,38.4,1,0
13,A2_ELEMENTARY,15,8,STORYTELLING_PARK,A1_BEGINNER,3,33,,11,0,1,0.314,18,1,0
13,A2_ELEMENTARY,11,5,NATURE_VOCAB_WALK,A2_ELEMENTARY,2,41,4.88,5,0,0,0.619,33.8,1,0
5,A1_BEGINNER,5,1,ARTS_AND_CRAFTS,A2_ELEMENTARY,3,37,1.93,9,0,1,0.326,15.2,0,0
5,A1_BEGINNER,9,4,Outdoor_theater,ALL_LEVELS,4,71,0.44,9,1,0,0.105,26.3,1,1
5,A1_BEGINNER,28,9,ARTS_AND_CRAFTS,A1_BEGINNER,2,40,11.31,7,1,0,0,30.7,1,1
9,A1_BEGINNER,28,6, ROLE_PLAY_GAMES ,B1_INTERMEDIATE,2.5,0,1.52,8,0,0,0.243,20.5,0,0
5,A1_BEGINNER,12,4,ROLE_PLAY_GAMES,B1_INTERMEDIATE,2,0,4.05,12,1,0,0.092,7.3,1,1
11,B1_INTERMEDIATE,7,1,ENGLISH_PICNIC,A2_ELEMENTARY,3,0,13.64,16,0,0,0.462,25.8,0,1
10,B1_INTERMEDIATE,8,1,ROLE_PLAY_GAMES,ALL_LEVELS,4,0,15.23,16,1,0,0.762,22.8,1,0
10,B1_INTERMEDIATE,25,1,NATURE_VOCAB_WALK,B1_INTERMEDIATE,2.5,0,11.53,7,0,0,0.496,22,1,1
11,B1_INTERMEDIATE,26,13,OUTDOOR_THEATER,B1_INTERMEDIATE,2.5,35,2.47,22,0,0,0.382,21.6,1,0
5,A1_BEGINNER,21,10,ROLE_PLAY_GAMES,A2_ELEMENTARY,2,0,2.48,6,1,0,0.161,19.7,1,0
12,B1_INTERMEDIATE,22,9,STORYTELLING_PARK,ALL_LEVELS,1,0,16.74,6,0,0,0.107,17,1,0
N/A,A2_ELEMENTARY,21,5,TREASURE_HUNT,A1_BEGINNER,2.5,54,8.12,3,0,1,0.494,20,1,1
5,A1_BEGINNER,24,4,NATURE_VOCAB_WALK,A1_BEGINNER,2,62,0.67,14,1,0,0.433,27.9,0,1
13,B1_INTERMEDIATE,16,7,OUTDOOR_THEATER,ALL_LEVELS,1,0,6.06,12,1,0,0.404,-1.6,1,0
9,B1_INTERMEDIATE,5,2,ENGLISH_CAMP_DAY,B1_INTERMEDIATE,1.5,75,8.45,5,1,0,0.646,25.3,1,0
13,B1_INTERMEDIATE,2,1,ENGLISH_CAMP_DAY,B1_INTERMEDIATE,2,79,2.21,15,1,0,0.12,23.9,0,1
11,A2_ELEMENTARY,3,2,ENGLISH_CAMP_DAY,ALL_LEVELS,2,0,9.84,11,1,0,0.78,34.3,0,0
10,A2_ELEMENTARY,27,16,FIELD_TRIP,A1_BEGINNER,3,22,17.78,1,1,0,0.218,19.7,1,0
7,A1_BEGINNER,14,8,FIELD_TRIP,ALL_LEVELS,1.5,0,13.85,8,1,0,0,8.8,1,1
10,A2_ELEMENTARY,3,1,ENGLISH_PICNIC,B1_INTERMEDIATE,4,29,8.53,12,0,0,0.214,20.9,0,1
5,A1_BEGINNER,22,11,ARTS_AND_CRAFTS,ALL_LEVELS,2.5,0,9.45,18,1,0,0,31,1,0
7,A1_BEGINNER,0,0,NATURE_VOCAB_WALK,A2_ELEMENTARY,2,19,23.72,10,1,0,0.54,10.8,0,0
13,B1_INTERMEDIATE,1,0,ARTS_AND_CRAFTS,B1_INTERMEDIATE,2,0,13.49,21,1,0,0.489,17.2,1,1
7,A1_BEGINNER,11,6,OUTDOOR_THEATER,A2_ELEMENTARY,2.5,32,8.11,7,1,0,0.481,10.2,0,0
N/A,A2_ELEMENTARY,23,3,ARTS_AND_CRAFTS,ALL_LEVELS,1,48,0.66,16,1,0,0,18.7,1,1
10,A2_ELEMENTARY,8,1,STORYTELLING_PARK,A2_ELEMENTARY,1.5,55,0.37,2,0,0,0.523,24.7,1,0
12,B1_INTERMEDIATE,8,1,SPORTS_AND_ENGLISH,B1_INTERMEDIATE,1,0,27.43,19,0,0,0.177,13.5,1,1
7,A2_ELEMENTARY,16,7,ARTS_AND_CRAFTS,ALL_LEVELS,4,0,7.15,1,0,0,0,19.1,1,0
13,B1_INTERMEDIATE,21,6,ENGLISH_CAMP_DAY,ALL_LEVELS,2.5,59,14.78,12,0,0,0.457,15,0,0
12,B1_INTERMEDIATE,2,1,OUTDOOR_THEATER,B1_INTERMEDIATE,3,0,-10,11,0,0,0,22.2,1,1
7,A1_BEGINNER,30,17,OUTDOOR_THEATER,ALL_LEVELS,1,29,18.16,1,0,1,0.538,19.4,1,0
5,A1_BEGINNER,19,11,ARTS_AND_CRAFTS,A1_BEGINNER,3,51,13.66,20,0,0,0.059,1,1,0
5,A1_BEGINNER,3,1,Field_trip,B1_INTERMEDIATE,4,0,21.53,11,0,0,0.638,28.4,1,0
9,A2_ELEMENTARY,22,13,SPORTS_AND_ENGLISH,null,1.5,30,6.69,18,0,0,0.568,9.6,0,0
12,A2_ELEMENTARY,7,0,ENGLISH_CAMP_DAY,A2_ELEMENTARY,4,40,14.38,3,1,1,0.366,37,1,1
11,B1_INTERMEDIATE,0,0,ENGLISH_CAMP_DAY,A2_ELEMENTARY,3,36,8.97,11,1,0,0.28,unknown,1,1
5,A2_ELEMENTARY,26,12,Field_trip,ALL_LEVELS,3,0,19.59,6,0,0,0.184,22.4,1,0
5,A2_ELEMENTARY,11,3,ENGLISH_PICNIC,B1_INTERMEDIATE,2.5,0,10.4,12,0,1,0,23.1,1,1
8,A2_ELEMENTARY,27,7,SPORTS_AND_ENGLISH,A1_BEGINNER,2,0,9.51,1,0,1,0.435,35.3,0,1
6,A1_BEGINNER,4,2,NATURE_VOCAB_WALK,ALL_LEVELS,1,0,N/A,4,no,0,0.473,20.5,1,1
6,A1_BEGINNER,30,11,NATURE_VOCAB_WALK,A2_ELEMENTARY,4,0,12.16,18,0,0,unknown,24.2,1,0
5,A1_BEGINNER,30,3,TREASURE_HUNT,?,2,0,9.59,13,0,0,0.384,31.7,0,0
7,A1_BEGINNER,27,2,NATURE_VOCAB_WALK,A2_ELEMENTARY,3,48,12.28,6,0,0,0.061,31.2,1,1
12,A2_ELEMENTARY,4,2,ENGLISH_PICNIC,A1_BEGINNER,3,0,12.78,14,0,0,0.198,23.7,1,0
10,B1_INTERMEDIATE,18,7,ROLE_PLAY_GAMES,A1_BEGINNER,4,52,14.02,14,1,0,0.004,13.7,1,1
13,A2_ELEMENTARY,15,4,ROLE_PLAY_GAMES,A1_BEGINNER,2.5,0,6.5,6,1,0,0.119,21.9,1,1
